code	name	city	country	latlng	yaid
CRD	Комодоро Ривадавия	Комодоро-Ривадавиа	ar	-45.785278,-67.465556	9632640
TUC	Бендж Матиензо	Тукуман	ar	-26.840833,-65.104722	9630635
NQN	Неукен	Неукен	ar	-38.948889,-68.155833	9630063
NCJ	Сунчалес	Сунчалес	ar	-30.96,-61.2166666667	9727342
MDQ	Мар-Дель-Плата	Мар-Дель-Плата	ar	-37.934167,-57.573333	9628938
CNQ	Камба-Пунта	Корриентес	ar	-27.445556,-58.761944	9624426
CTC	Катамарка		ar	-28.593056,-65.751111	9628450
IRJ	Ла-Риоха	Ла-Риоха	ar	-29.380556,-66.795833	9631556
SFN	Санта-Фе	Санта-Фе	ar	-31.710833,-60.811389	9635111
VLG	Вилла-Гезелль	Вилла-Гезелль	ar	-38.016667,-57.583333	9626383
RES	Ресистенсия	Ресистенсия	ar	-27.45,-59.056111	9630305
FEN	Фернандо-Де-Норонха	Фернанду-ди-Норонья	br	-3.855,-32.423333	9624772
UBA	Убераба		br	-19.765,-47.964722	9630647
LKY	Лэйк-Маньяра		tz	-3.583333,35.833333	9625668
MOC	Монтес-Кларос	Монтес-Кларос	br	-16.706944,-43.818889	9624322
JUJ	Эль-Кадиллал	Жужуй	ar	-24.392778,-65.097778	9625321
FMA	Эль-Паку	Формоза	ar	-26.212778,-58.228056	9629533
PSS	Посадас	Посадас	ar	-27.385833,-55.970556	9629141
BHI	Команданте	Баия-Бланка	ar	-38.727222,-62.153333	9626740
RGL	Рио-Галлегос	Рио-Галлегос	ar	-51.608889,-69.312778	9630312
MAB	Мараба	Мараба	br	-5.368611,-49.138056	9631613
AFL	Альта-Флореста	Алта-Флореста	br	-9.866111,-56.106111	9626797
CKS	Караджас	Караджас	br	-6.117778,-50.003611	9628415
UAQ	Сан-Хуан	Сан-Хуан	ar	-31.571389,-68.418333	9627617
IMP	Императрис	Императрис	br	-5.531389,-47.46	9631055
PMY	Эль-Техуелче	Пуэрто-Мадрин	ar	-42.759167,-65.102778	9627372
ROO	Рондонополис	Рондонополис	br	-16.433333,-54.716667	9630330
VDM	Виедма	Виедма	ar	-40.870278,-62.996667	9626376
RSA	Санта-Роса	Санта-Роза	ar	-36.588333,-64.275833	9635104
RGA	Рио-Гранде	Рио-Гранде	ar	-53.7775,-67.75	9627495
CPC	Чапелко	Сен-Мартин-де-Лос-Андес	ar	-40.075278,-71.137222	9630369
BVH	Вильена	Вильена	br	-12.694444,-60.098333	9626382
AFA	Сан-Рафаэль	Сан-Рафаэль	ar	-34.588611,-68.402778	9627632
LUQ	Сан-Луис	Сан-Луис	ar	-33.272222,-66.356667	9627620
TFF	Тефе	Тефе	br	-3.366667,-64.7	9626110
ATM	Альтамира	Альтамира	br	-3.253889,-52.253889	9626798
JDF	Джуиз-Де-Фора	Джуиз-Де-Фора	br	-21.791389,-43.386667	9625320
JPR	Джи-Парана	Джи-Парана	br	-8.05,-62.866667	9631091
CAW	Бартоломео-Лисандро	Кампос	br	-21.698333,-41.301667	9632603
FRS	Флорес	Флорес	gt	16.916667,-89.883333	9634860
MEA	Мака	Мака	br	-22.343056,-41.766111	9631343
GVR	Говернадор Валадарес	Говернадор-Валадарес	br	-18.895278,-41.982222	9624961
CZS	Крузейро-ду-Сул	Крузейро-ду-Сул	br	-7.6,-72.769444	9630727
SJK	Сан-Хосе Де-Кампос	Сан-Хосе-дос-Кампос	br	-23.228056,-45.862778	9627689
OAL	Какоал	Какоал	br	-11.433333,-61.483333	9628349
YWP	Вебеки	Вебек	ca	52.951667,-87.366944	9626473
YLH	Ленсдаун Хаус	Лансдоун-Хаус	ca	52.185556,-87.918889	9625686
SEU	Серонера		tz	-2.416667,34.833333	9627765
LTX	Котапакси	Котапакси	ec	-0.901111,-78.6025	9631268
SDE	Сантьяго-Дэль-Эстеро	Сантьяго-дель-Эстеро	ar	-27.765556,-64.31	9627682
UEL	Келимане	Келимане	mz	-17.855556,36.869167	9627401
MII	Марилия	Марилия	br	-22.196944,-49.926389	9624123
CAC	Каскавель	Каскавель	br	-25.000278,-53.500833	9628438
DOU	Дурадос	Дурадос	br	-22.2,-54.866667	9630786
CCM	Крисиума	Крисиума	br	-28.725833,-49.424722	9630723
VAG	Варгинья	Варгинья	br	-21.55,-45.433333	9626352
AQA	Араракуара		br	-21.811944,-48.133056	9626654
ORU	Оруро		bo	-17.95,-67.1	9627078
KME	Камембе	Камембе	rw	-2.462222,28.908056	9625371
JOL	Холо	Джоло	ph	6.053611,121.011111	9625309
TWT	Тавитави	Тавитави	ph	5.066667,119.766667	9626105
JTC	Бауру		br	-22.1577777778,-49.0683333333	9636950
AAX	Араша	Аракса	br	-19.563333,-46.960278	9631753
POJ	Патус-ди-Минас	Патус-ди-Минас	br	-18.671667,-46.490833	9632236
CXJ	Каксиас-До-Сул	Каксиас-До-Сул	br	-29.196944,-51.1875	9632053
ZQZ	Чжанцзякоу	Чжанцзякоу	cn	40.7391666667,114.930833333	9808113
AVA	Аньшунь	Ан-Сунь	cn	26.257222,105.872778	9631827
GEL	Сепе Тиараджу	Сан-Анжело	br	-28.281667,-54.169167	9627683
RIA	Санта-Мария	Санта-Мария	br	-29.711389,-53.688056	9627668
MBL	Манисти	Манисти	us	44.266667,-86.25	9625932
FUO	Фушань	Фушань	cn	23.133333,113.283333	9630891
RIG	Риу-Гранди	Рио-Гранде	br	-32.083333,-52.166667	9635098
PET	Пелотас		br	-31.718333,-52.327778	9627179
CFC	Касадор		br	-26.790556,-50.941389	9628347
JCB	Джоакаба	Джоакаба	br	-27.166667,-51.516667	9631093
ERM	Эрешим	Эрешин	br	-27.583333,-52.016667	9630832
VPY	Чимойо	Чимойо	mz	-19.151389,33.428889	9632075
OKL	Оксибил	Оксибил	id	-3.683333,137.483333	9632210
NBX	Набире	Набире	id	-3.366667,135.5	9626834
WMX	Вамена	Вамена	id	-4.083333,138.933333	9626435
MSS	Ричардс	Массена	us	44.935833,-74.845556	9624157
PPB	Президенти-Пруденти	Прес-Пруденте	br	-22.175,-51.424722	9629151
RVD	Рио-Верде	Рио-Верде	br	-17.716667,-50.933333	9630314
URG	Уругвайна	Уругвайна	br	-29.783333,-57.033333	9626315
ITB	Итайтуба	Итайтуба	br	-4.242222,-56.000556	9628723
BET	Бетел		us	60.779778,-161.838	9628161
ENA	Кенай	Кенай	us	60.573056,-151.245	9628764
HOM	Гомер	Хомер	us	59.645556,-151.476667	9625126
ADQ	Кодиак		us	57.749968,-152.493855	9625533
SGS	Санга-Санга	Санга-Санга	ph	5.066667,119.783333	9627649
SCC	Прудхо-Бэй - Дедхорс	Прудхо Бей	us	70.194722,-148.465278	9627361
DUT	Датч-Харбор	Датч Харбор	us	53.833333,-166.543611	9629512
PIN	Паринтинс	Паринтинс	br	-2.633333,-56.733333	9627154
CDB	Колд-Бэй	Колд-Бей	us	55.206111,-162.725556	9628568
KSM	Сен-Мари	Сент Мерис	us	62.060556,-163.302222	9625250
MCG	Мак-Грас	Мак-Грас	us	62.95,-155.6	9631630
OTZ	Котзебу	Коцебу	us	66.884722,-162.598611	9625571
ANI	Аниак	Аниак	us	61.582222,-159.544167	9627974
OME	Ном	Ном	us	64.512222,-165.445278	9632193
LIX	Ликома	Ликома	mw	-12.083333,34.733333	9625740
NTX	Натуна-Ранаи	Натуна-Ранаи	id	3.95,108.383333	9626888
CIZ	Коари	Коари	br	-4.083333,-63.133333	9628551
BRW	Барроу	Барроу	us	71.285556,-156.766111	9631886
SQG	Синтанг	Синтанг	id	0.063611,111.473333	9630455
VDZ	Волдез	Волдез	us	61.133889,-146.248333	9630665
DLG	Диллинхэм	Диллинхэм	us	59.044722,-158.505556	9624574
SWO	Серси-Филд	Стиллуотер	us	36.166667,-97.083333	9632373
SDP	Сэнд-Пойнт	Санд Поинт	us	55.315,-160.522778	9627640
EMK	Эммонак	Эммонак	us	62.786111,-164.490833	9624686
AKN	Кинг-Селмон	Кинг Салмон	us	58.676667,-156.649167	9625498
PSU	Пангсума	Путуссибо	id	0.835556,112.937222	9629187
TMT	Тромбетас	Тромбетас	br	-1.916667,-55.583333	9630630
UNK	Уналаклит	Уналаклит	us	63.888333,-160.798889	9626308
TBT	Табатинга	Табатинга	br	-4.233333,-69.916667	9632385
FAH	Фарах		af	32.366667,62.166667	9630854
TUR	Такеруи	Такеруи	br	-3.786111,-49.720278	9629400
VXC	Вила-Кабрал	Вила-Кабрал	mz	-13.273889,35.266389	9625734
CMG	Корумба	Корумба	br	-19.011944,-57.673056	9624430
FBE	Франсиско-Белтрау	Франциско-Белтран	br	-26.083333,-53.066667	9624822
MRE	Мара Лоджес	Мара-Лоджес	ke	-1.183333,35.1	9625948
ASV	Амбосели	Амбосели	ke	-2.645,37.252778	9632520
UAS	Самбуру	Самбуру	ke	0.533333,37.533333	9627597
NYK	Наниуки	Наниуки	ke	-0.061667,37.041667	9630048
YRT	Ранкин-Инлет	Ранкин-Инлет	ca	62.816415482,-92.0938602649	9630290
YCB	Кембридж-Бей	Кембридж-Бей	ca	69.108056,-105.138333	9628371
YCO	Куглуктук	Каглактак	ca	67.816667,-115.143889	9631224
KTL	Китале	Китале	ke	0.966667,34.95	9631532
NUU	Накуру	Накуру	ke	-0.3,36.15	9626848
YQD	Пас	Зе-Пас	ca	53.971389,-101.091111	9630587
YFO	Флин-Флон	Флин-Флон	ca	54.678056,-101.681667	9624784
YTH	Томпсон	Томпсон	ca	55.7019726597,-97.8751512638	9626162
YYQ	Черчилл	Черчилл	ca	58.739167,-94.065	9635259
YEK	Арвиат	Арвиат	ca	61.094167,-94.070833	9626683
YGX	Гиллам	Гиллам	ca	56.3374164187,-94.8159205974	9624915
UKA	Уканда	Уканда	ke	-4.3,39.566667	9630650
OND	Ондангва	Ондангва	na	-17.880556,15.947222	9630126
GCW	Гранд-Каньон-Вест		us	35.990278,-113.816389	9634868
KAA	Касама	Касама	zm	-10.216667,31.133333	9625418
NDU	Ранду	Ранду	na	-17.966667,19.716667	9629204
MPA	Мпача	Мпача	na	-17.633333,24.183333	9630007
AEY	Акурейри	Акурейри	is	65.66,-18.072778	9628043
GPI	Гуапи	Гуапи	co	2.57,-77.898611	9625010
EGS	Эгильсстадир	Эгилсстадир	is	65.283333,-14.4025	9630803
YCS	Честерфилд-Инлет	Честерфилд-Инлет	ca	63.335556,-90.719167	9629829
YBK	Бейкер-Лейк	Бейкер-Лейк	ca	64.298889,-96.077778	9626750
FJR	Эль-Фуджейра	Эль Фуджейра	ae	25.112222,56.323889	9626778
TCO	Ла-Флорида	Тумако	co	1.814444,-78.749167	9630639
IFJ	Исафьёрдур		is	66.058056,-23.135278	9631483
FLI	Флатейри		is	65.983333,-23.7	9624782
BFQ	Бахия-Пинас	Бахия-Пинас	pa	7.583333,-78.166667	9629663
JQE	Джак	Джак	pa	7.75,-78.25	9628745
BWW	Лас-Брухас	Кайо-Лас-Брухас	cu	22.621389,-79.147222	9632055
PTJ	Портленд	Портленд	au	-38.316667,141.466667	9623996
HLT	Гамильтон	Гамильтон	au	-37.65,142.066667	9628675
PUE	Пуэрто-Обалдия	Пуэрто-Обалдия	pa	8.683333,-77.533333	9629173
SXK	Саумлаки	Саумлаки	id	-7.966667,131.316667	9627719
CZJ	Корасон-Де-Жезус	Коразон-Де-Хесус	pa	9.016667,-77.983333	9630704
PVE	Эль-Порвенир	Эль-Порвенир	pa	9.583333,-79.0	9624662
PYC	Плэйон-Чико	Плэйон-Чико	pa	9.3,-78.25	9627257
ACU	Ачутупо	Ачутупо	pa	8.433333,-77.966667	9628007
CHX	Шангуинола	Шангуинола	pa	9.458611,-82.516944	9628481
BOC	Бокас Дэль Торо	Бокас-дель-Торо	pa	9.340833,-82.250833	9628237
BYC	Якуйба	Якуиба	bo	-21.966667,-63.7	9632474
KNG	Каймана	Каймана	id	-3.644444,133.695556	9631113
FKQ	Факфак	Факфак	id	-2.920278,132.266944	9624748
OTD	Контадора	Контадора	pa	8.666667,-79.583333	9628606
SCI	Сан-Кристобаль	Сан-Кристобаль	ve	7.766667,-72.233333	9627605
NQU	Накуи	Накуи	co	5.733333,-77.266667	9626980
TTT	Тайтунг	Тайтунг	tw	22.793056,121.181944	9626058
BSC	Бахия-Солано	Бахия-Солано	co	6.203056,-77.394722	9626741
LUV	Ланггур	Ланггур	id	-5.661667,132.731389	9628829
PSZ	Пуэрто-Суарез	Пуэрто-Суарез	bo	-18.980556,-57.823889	9629175
GOH	Нук	Нуук	gl	64.190833,-51.678056	9626983
YGV	Гавр-Cен-Пьер	Гавр-Cен-Пьерр	ca	50.281944,-63.611389	9625063
YRJ	Робервал	Робервал	ca	48.52,-72.265556	9632296
YTF	Алма	Альма	ca	48.4331569007,-71.6500043538	9626788
YIF	Сент-Огастин	Пакуашипи	ca	51.216667,-58.666667	9629086
ZGS	Джетсемани	Джетсемани	ca	50.333333,-60.666667	9624903
YNA	Наташкуан	Наташкуан	ca	50.19,-61.789167	9626885
OBN	Коннэль	Обан	gb	56.466667,-5.4	9626997
WIN	Винтон	Винтон	au	-22.363611,143.085556	9626514
YHR	Чеверай	Чеверай	ca	50.468889,-59.636667	9628499
CNJ	Клонкурри	Клонкурри	au	-20.668611,140.504444	9628545
HOB	Лии Каунти		us	32.687528,-103.217028	9625114
COL	Остров Колл		gb	56.616667,-6.616667	9628570
VCT	Виктория	Виктория	us	28.8525,-96.918611	9630683
JHS	Сисимиут	Сисимиут	gl	66.951389,-53.729444	9630457
EWB	Нью-Бедфорд	Нью-Бедфорд	us	41.676111,-70.956944	9630851
JAV	Илулиссат	Илулиссат	gl	69.166667,-51.0	9625213
YTQ	Тасиужуак	Тасиуяк	ca	53.666667,-69.95	9630564
YPJ	Опалук	Апалак	ca	59.066667,-69.55	9631778
HNM	Хана	Хана	us	20.795556,-156.014444	9630978
YKT	Клемту	Клемту	ca	52.6,-128.516667	9625525
JSU	Маниитсок		gl	65.416667,-52.9	9634948
IKI	Ики	Ики	jp	33.75,129.783333	9625199
JEG	Аасиаат	Аасиаат	gl	68.716667,-52.85	9627988
YPN	Порт-Менье	Порт-Менье	ca	49.833333,-64.283333	9627316
TZA	Белиз-Сити		bz	17.5,-88.183	9628120
CUK	Кай-Колкер	Кай-Колкер	bz	17.766667,-88.0	9628457
SPR	Сан-Педро	Сан-Педро	bz	17.916667,-87.966667	9632314
CGA	Крейг	Крейг	us	55.483333,-133.15	9634791
KLW	Кловок	Кловок	us	55.579167,-133.076111	9631194
DGA	Дангрига	Дангрига	bz	17.183333,-88.583333	9624506
SVK	Сильвер-Крик		bz	16.733333,-88.333333	9630451
PLJ	Плаценция	Плаценсия	bz	16.533333,-88.352778	9627250
INB	Индепенденс	Индепенденс	bz	16.533333,-88.433333	9625221
PND	Пунта-Горда	Пунта-Горда	bz	16.166667,-88.7	9627386
MTM	Метлакатла	Метлакатла	us	55.133333,-131.583333	9635013
KTB	Торн-Бэй	Торн-Бэй	us	55.683333,-132.533333	9626163
HYL	Холлис	Холлис	us	55.483333,-132.65	9634908
BCV	Бельмопан	Бельмопан	bz	17.266667,-88.783333	9628130
CBI	Кейп-Баррен		au	-40.4173567285,148.210613276	9628401
PEU	Пуэрто-Лемпира	Пуэрто-Лемпира	hn	15.271111,-83.783889	9629171
SQS	Мэтью Спэйн	Сан-Игнасио	bz	17.183333,-89.033333	9629254
HYG	Хайдаберг	Хайдабург	us	55.2,-132.833333	9634907
GDV	Глендайв	Глендайв	us	47.133333,-104.683333	9631427
OLF	Вольф-Поинт	Вольф-Поинт	us	48.083333,-105.566667	9629600
TIU	Тимару	Тимару	nz	-44.3,171.224722	9626178
WSZ	Уэстпорт	Вестпорт	nz	-41.736944,171.579167	9629571
TAH	Танна	Танна	vu	-19.455,169.223889	9626086
SDY	Ричланд	Сидни	us	47.716667,-104.183333	9627806
IPA	Ипота	Ипота	vu	-18.866667,169.266667	9625239
HVR	Гавр-Сити	Гавр-Сити	us	48.55,-109.766667	9630987
SON	Эспириту-Санто	Эспириту-Санто	vu	-15.505,167.219722	9624720
NUS	Норсап	Норсуп	vu	-16.083333,167.4	9626953
CCV	Крейг-Коув	Крейг-Коув	vu	-16.266667,167.916667	9624448
ULB	Улей	Улей	vu	-16.333333,168.3	9626301
PBJ	Паама	Паама	vu	-16.433333,168.216667	9630156
GGW	Глазго	Глазго	us	48.2125,-106.614722	9624926
YTE	Кейп-Дорсет	Кейп-Дорсет	ca	64.23,-76.526667	9632606
WLS	Хихифо	Уоллис	wf	-13.238333,-176.198889	9626433
DLY	Диллонс-Бэй	Диллонс-Бэй	vu	-18.766667,168.983333	9629467
YVM	Кикиктарьяк	Кикиктаръяк	ca	67.545833,-64.031389	9627394
YXP	Пангниртунг	Пангниртанг	ca	66.145,-65.713611	9630166
YIO	Понд-Инлет	Понд-Инлет	ca	72.683333,-78.966667	9627279
YCY	Клайд-Ривер	Клайд-Ривер	ca	70.486111,-68.516667	9628550
YGT	Иглулик	Иглулик	ca	69.3525,-81.817222	9625193
YUX	Холл-Бич	Холл-Бич	ca	68.776111,-81.243611	9628671
CBA	Корнер-Бей		us	57.716667,-135.2	9630707
XGR	Кангиксолуджак	Канжиксуаладжуак	ca	58.583333,-65.983333	9625387
YLC	Киммират	Киммират	ca	62.833333,-69.833333	9628798
YAB	Арктик-Бей	Арктик-Бэй	ca	73.037778,-85.1525	9631754
YRB	Резольют	Резольют	ca	74.716944,-94.969444	9627472
YLE	Ва Ти	Ва-Ти / Лак-Ля-Мартр	ca	63.15,-117.266667	9626488
YFJ	Снэйр-Лэйк	Веквити	ca	64.190556,-114.075556	9627845
YFS	Форт-Симпсон	Форт-Симпсон	ca	61.760278,-121.236389	9630880
YWJ	Делин	Делин	ca	65.185,-123.418333	9632143
ZFN	Тулита	Тулита	ca	64.901389,-125.566667	9629404
YSG	Лутселк	Лутселк	ca	62.4,-110.75	9625851
ICI	Сисия	Сисия	fj	-17.743333,-179.342222	9628527
YHY	Хэй-Ривер	Хэй-Ривер	ca	60.839722,-115.782778	9625067
YRA	Гамети	Гамети	ca	64.116667,-117.35	9630281
YHK	Йоа-Хэвен	Йоа-Хейвен	ca	68.635556,-95.849722	9624921
YYH	Талойоак	Талойоак	ca	69.546667,-93.576667	9629356
FYU	Форт-Юкон	Форт-Юкон	us	66.571389,-145.250556	9624817
CEM	Централ	Централ	us	65.566667,-144.783333	9628466
IRC	Сиркл-Сити	Сиркл-Сити	us	65.827778,-144.075833	9628531
BTI	Остров Бартер		us	70.133889,-143.581944	9628080
FUN	Фунафути-Атолл	Фунафути	tv	-8.525278,179.195833	9634863
YCK	Колвилл-Лэйк	Колвилл-Лэйк	ca	67.316667,-125.666667	9632107
YGH	Форт-Гуд-Хоуп	Форт-Гуд-Хоуп	ca	66.240833,-128.650833	9631406
YBB	Кагарук	Кугарук	ca	68.534444,-89.808056	9625592
HNH	Хуна	Хуна	us	58.1,-135.433333	9625133
PEC	Пеликан	Пеликан	us	57.8711264991,-135.625486281	9635303
HKB	Хили-Лэйк	Хили-Лэйк	us	63.866667,-148.966667	9625074
HSL	Хаслиа	Хаслиа	us	65.697778,-156.351389	9631472
TAL	Танана	Танана	us	65.183333,-152.166667	9629369
AET	Олакейкет	Олакейкет	us	66.55,-152.65	9626785
BTT	Беттлес	Беттлес	us	66.913889,-151.529167	9628165
AKP	Анактавак	Анактавак	us	68.133611,-151.743333	9627953
GAL	Галена	Галена	us	64.736111,-156.9375	9624850
NUL	Налато	Налато	us	64.729444,-158.074167	9626975
KYU	Койукук	Койукук	us	64.9,-157.7	9631545
HUS	Гудже	Гудже	us	66.033333,-154.233333	9625167
KAL	Калтаг	Калтаг	us	64.318056,-158.743056	9631121
RBY	Руби	Руби	us	64.727222,-155.47	9630341
VEE	Венети	Венети	us	67.016667,-146.416667	9626359
TKE	Тенаки	Тенейки Спрингс	us	57.766667,-135.2	9635141
TKJ	Ток	Ток	us	63.329722,-142.954444	9630608
ARC	Арктик-Вилидж	Арктик Виллидж	us	68.114722,-145.579444	9626661
GST	Густавус		us	58.425278,-135.707417	9625025
SVS	Стевенс-Вилладж	Стевенс-Вилладж	us	66.033333,-149.1	9625972
WBQ	Бивер	Бивер	us	66.351944,-147.385833	9628100
SGY	Скагвай Муниципал	Скагвай	us	59.383333,-135.333333	9630459
MLY	Манлей-Хот-Спрингс	Мэнли-Хот-Спрингс	us	65.0,-150.633333	9625937
MNT	Минто	Минто	us	64.9,-149.166667	9624282
HNS	Хайнс	Хайнс	us	59.243889,-135.523611	9625034
LMA	Лэйк-Минчамина	Лэйк-Минчамина	us	63.883333,-152.316667	9625669
CXF	Колдфут	Колдфут	us	67.266667,-150.166667	9632636
KAE	Кейк	Кейк	us	56.961389,-133.910278	9634952
CIK	Чалкийцик	Чалкийцик	us	66.65,-143.75	9628474
AGN	Ангун	Ангун	us	57.503611,-134.585	9627970
MGS	Мангайа	Мангайа	ck	-21.899167,-157.903611	9629877
KBC	Бирч-Крик	Бёрч-Крик	us	66.266667,-145.8	9628200
EAA	Игл		us	64.776389,-141.150833	9634818
MUK	Остров Маук	Маук	ck	-20.138889,-157.3375	9624174
AIT	Айтутаки	Айтутаки	ck	-18.831667,-159.766667	9629689
GJA	Гуанайя	Гуанайя	hn	16.443889,-85.903889	9628642
AIU	Остров Атиу	Атиу	ck	-19.966667,-158.125	9626706
MOI	Остров Митиаро	Митиаро	ck	-19.838889,-157.699444	9629967
GZO	Гизо	Гизо	sb	-8.0975,156.863889	9630929
CAJ	Канайма	Канайма	ve	6.25,-62.833333	9628387
LIF	Лифоу	Лифоу	nc	-20.774722,167.24	9631575
YDP	Нейн	Нейн	ca	56.55,-61.669167	9626841
YNP	Натуашиш	Натуашиш	ca	55.913889,-61.184444	9630055
YHO	Хопдэйл	Хопдэйл	ca	55.435833,-60.218889	9631465
YMN	Макковик	Макковик	ca	55.068333,-59.183889	9625901
YSO	Поствиль	Поствиль	ca	54.916667,-59.766667	9627339
MUA	Муанда	Муанда	sb	-8.327222,157.261667	9626808
MSA	Маскрет Дэм	Мускратдам	ca	53.434167,-91.752222	9626820
ZRJ	Раунд-Лейк	Раунд-Лейк	ca	52.935,-91.302222	9632303
YAC	Кет-Лейк	Кет-Лейк	ca	51.718333,-91.817778	9628446
BKC	Бакленд	Бакленд	us	65.981667,-161.149167	9631988
DRG	Диринг	Диринг	us	66.069444,-162.766389	9624543
ZSJ	Санди Лейк	Сэнди-Лейк	ca	53.0525,-93.335556	9627647
YPM	Пикангикум	Пилангикум	ca	51.817222,-93.968056	9630204
WTK	Ноэйтак	Ноэйтак	us	67.566111,-163.975	9626941
KVL	Кивалина	Кивалина	us	67.736111,-164.563611	9625520
YRG	Риголет	Риголет	ca	54.333333,-58.416667	9630310
UII	Утила	Утила	hn	16.084167,-86.884722	9626320
MNU	Моламьяйн	Молмиин	mm	16.444722,97.660556	9629915
SUR	Саммер-Бивер	Саммер-Бивер	ca	52.715278,-88.5475	9626012
WNN	Вуннуммин Лейк	Уаннаммин Лейк	ca	52.916667,-89.166667	9629612
YTL	Биг Траут	Биг-Траут	ca	53.816667,-89.885556	9632567
XBE	Беарскин Лейк	Бирскин Лейк	ca	53.966667,-91.05	9628098
YXN	Вол-Коув	Вол-Коув	ca	62.234167,-92.585556	9626489
AKS	Ауки	Ауки	sb	-8.7025,160.681944	9629640
ILP	Иль-Де-Пен	Иль-Де-Пен	nc	-22.588889,167.455833	9625201
RIB	Рибералта	Рибералта	bo	-11.025556,-66.075278	9627481
UVE	Увеа	Увеа	nc	-20.640556,166.572778	9627104
KYP	Чаупхью	Кяукпуи	mm	19.426389,93.534722	9631236
KGE	Кагау	Кагау	sb	-7.328333,157.583333	9625340
EGM	Седж	Седж	sb	-8.578611,157.875556	9630419
PVA	Провиденсия		co	13.356944,-81.358333	9627359
KIF	Кингфишер-Лэйк	Кингфишер-Лэйк	ca	53.033333,-89.833333	9631181
JJA	Джаяо	Яяо	sb	-8.213333,159.266667	9628738
BQB	Басселлтон	Басселлтон	au	-33.716667,115.25	9628334
WLK	Селоуик	Селавик	us	66.600278,-159.984444	9627749
PHO	Поинт-Хоуп	Поинт-Хоуп	us	68.348889,-166.799444	9630220
RNL	Реннелл	Реннелл	sb	-11.550833,160.0525	9627467
ORV	Нурвик	Нурвик	us	66.833333,-161.033333	9626945
IAN	Киана	Киана	us	66.975833,-160.436667	9628788
BXB	Бабо	Бабо	id	-2.55,133.416667	9629652
MEE	Маре	Маре	nc	-21.481667,168.0375	9624114
YAX	Энглинг-Лейк	Энглинг-Лейк	ca	53.251944,-89.565	9631836
SHG	Шунгнак	Шунгнак	us	66.888056,-157.1625	9627800
OBU	Кобук	Кобак	us	66.933333,-156.866667	9625530
ABL	Амблер	Амблер	us	67.106389,-157.8575	9631821
UAH	Юа-Хука	Юа-Хука	pf	-8.936111,-139.552222	9629421
AUQ	Атуона	Атуона	pf	-9.768889,-139.011389	9626713
YUT	Репалс-Бэй	Репалс-Бэй	ca	66.521389,-86.224722	9627470
RSH	Рашн Мишн	Рашен-Мишен	us	61.783333,-161.333333	9635105
KLG	Калскаг	Калскаг	us	61.534167,-160.318056	9625363
GYA	Гуаярамерин	Гуаярамерин	bo	-10.817778,-65.347222	9628648
ATK	Аткасак	Аткасак	us	70.467222,-157.435833	9629633
KUK	Касиглук	Кейсиглек	us	60.866667,-162.533333	9625423
NUP	Нанапитчук	Нанапитчек	us	60.883333,-162.466667	9632200
ATT	Атмотлак	Атмотлак	us	61.0,-162.75	9626710
BCI	Баркалдин	Баркалдин	au	-23.565278,145.306667	9628067
PBU	Путао		mm	27.33,97.426389	9627388
BNY	Беллона	Беллона	sb	-11.302222,159.798889	9632556
KOT	Котлик	Котлик	us	63.033333,-163.533333	9631214
WTL	Тантаталиак	Тантаталиак	us	60.366667,-162.616667	9629411
KKH	Конгиганак	Конгиганак	us	59.951667,-162.868889	9631206
KWK	Квигиллингок	Квигиллингок	us	59.876389,-163.168611	9625620
KWT	Кветлак	Кветлак	us	60.8,-161.45	9631235
KKI	Акиачак	Акиачак	us	60.916667,-161.433333	9634961
AKI	Акиак	Акиак	us	60.9,-161.233333	9629691
TLT	Талаксак	Талуксак	us	61.083333,-160.966667	9626275
IKO	Никольски	Никольски	us	52.941556,-168.849028	9629044
LSA	Лозуия	Лозуия	pg	-8.5,151.083333	9631591
OOK	Токсук-Бэй	Токсук Бэй	us	60.541111,-165.0875	9630609
MYU	Меориек	Меориек	us	60.371389,-166.270556	9624211
PKA	Напаскиак	Напаскиак	us	60.7,-161.7	9635061
WNA	Напакиак	Напакиак	us	60.7,-162.116667	9630049
AKB	Атка	Атка	us	52.219722,-174.206944	9629628
KOC	Коумас	Коумас	nc	-20.546389,164.255556	9631215
BMY	Остров Белеп	Белеп	nc	-19.75,163.666667	9628117
SMK	Сен-Михаель	Сен-Михаель	us	63.483333,-162.016667	9632369
WBB	Стеббинс	Стеббинс	us	63.5,-162.266667	9625966
CLP	Кларкс-Пойнт	Кларкс-Пойнт	us	58.85,-158.5	9632631
KKU	Экук	Экук	us	58.816667,-158.55	9624645
ERN	Эйрунепе	Эйрунепе	br	-6.666667,-69.833333	9630805
YER	Форт-Северн	Форт-Северн	ca	56.0175,-87.668611	9624811
MXH	Моро	Моро	pg	-6.364444,143.254444	9629006
LUR	Капе-Лисбурн	Капе-Лисбурн	us	68.875,-166.11	9632030
YUB	Туктояктук	Туктояктук	ca	69.433333,-133.026389	9629401
YZS	Корал-Харбор	Корал-Харбор	ca	64.193333,-83.359444	9624409
KLN	Ларсен-Бей	Ларсен-Бэй	us	57.533333,-154.0	9634965
SHH	Шишмейриф	Шишмейриф	us	66.249444,-166.089444	9627797
XKS	Касабоника	Касабоника	ca	53.517222,-88.635556	9631146
KQA	Акутан		us	54.132467,-165.785311	9629697
